case_id,name,category,expected_effect,expected_reason_code,tool,operation,risk_level,data_level,input_json
APPROVED_10,有效审批后一次性执行：非工作时段的中风险查询,valid_approval_allow,allow,L002_VALID_APPROVAL,database.query,query,medium,internal,"{""request_id"":""req-approved-10"",""task_id"":""task-approved-10"",""timestamp"":""2026-08-04T10:00:00Z"",""subject"":{""id"":""user-001"",""type"":""user"",""department"":""综合办公室"",""roles"":[""office_user""],""clearance"":1,""mfa"":true},""action"":{""tool"":""database.query"",""operation"":""query"",""resource"":""db://public/notices"",""parameters"":{""limit"":20,""item_count"":20},""risk_level"":""medium"",""data_level"":""internal""},""context"":{""source"":""mcp"",""server_time"":""2026-08-04T10:00:00Z"",""destination_zone"":""internal"",""enforcement_point"":""gateway"",""business_hours"":false,""repeat_count"":0},""environment"":{""sandbox"":{""enabled"":false,""profile"":""""}},""approval"":{""approval_id"":""approval-task-approved-10"",""status"":""approved"",""approver_id"":""approver-001"",""approver_roles"":[""business_approver""],""task_id"":""task-approved-10"",""action_digest"":""d2d13a5720e4d4d639ac5b87717ab759476ad65bdd43a995723ed89d39cd43b4"",""expires_at"":""2026-08-04T10:30:00Z"",""max_uses"":1,""use_count"":0}}"
APPROVED_11,有效审批后一次性执行：超过上限的批量查询,valid_approval_allow,allow,L002_VALID_APPROVAL,database.query,query,low,internal,"{""request_id"":""req-approved-11"",""task_id"":""task-approved-11"",""timestamp"":""2026-08-04T10:00:00Z"",""subject"":{""id"":""user-001"",""type"":""user"",""department"":""综合办公室"",""roles"":[""office_user""],""clearance"":1,""mfa"":true},""action"":{""tool"":""database.query"",""operation"":""query"",""resource"":""db://public/notices"",""parameters"":{""limit"":5000,""item_count"":5000},""risk_level"":""low"",""data_level"":""internal""},""context"":{""source"":""mcp"",""server_time"":""2026-08-04T10:00:00Z"",""destination_zone"":""internal"",""enforcement_point"":""gateway"",""business_hours"":true,""repeat_count"":0},""environment"":{""sandbox"":{""enabled"":false,""profile"":""""}},""approval"":{""approval_id"":""approval-task-approved-11"",""status"":""approved"",""approver_id"":""approver-001"",""approver_roles"":[""business_approver""],""task_id"":""task-approved-11"",""action_digest"":""c1616fd9ea040ddc886a77517dcf0fb97268f72971e79a4637b1473cd02165fd"",""expires_at"":""2026-08-04T10:30:00Z"",""max_uses"":1,""use_count"":0}}"
APPROVED_12,有效审批后一次性执行：读取机密档案,valid_approval_allow,allow,L002_VALID_APPROVAL,file.read,read,medium,confidential,"{""request_id"":""req-approved-12"",""task_id"":""task-approved-12"",""timestamp"":""2026-08-04T10:00:00Z"",""subject"":{""id"":""records-001"",""type"":""user"",""department"":""综合办公室"",""roles"":[""records_admin""],""clearance"":2,""mfa"":true},""action"":{""tool"":""file.read"",""operation"":""read"",""resource"":""/workspace/records/confidential.txt"",""parameters"":{},""risk_level"":""medium"",""data_level"":""confidential""},""context"":{""source"":""mcp"",""server_time"":""2026-08-04T10:00:00Z"",""destination_zone"":""internal"",""enforcement_point"":""gateway"",""business_hours"":true,""repeat_count"":0},""environment"":{""sandbox"":{""enabled"":false,""profile"":""""}},""approval"":{""approval_id"":""approval-task-approved-12"",""status"":""approved"",""approver_id"":""approver-001"",""approver_roles"":[""business_approver""],""task_id"":""task-approved-12"",""action_digest"":""111bf48ec90baa77bf69cb89833d933b91e1815daf0916078453635efbaea15c"",""expires_at"":""2026-08-04T10:30:00Z"",""max_uses"":1,""use_count"":0}}"
DENY_01,未知工具,hard_deny,deny,D002_UNTRUSTED_TOOL,unknown.tool,query,low,internal,"{""request_id"":""req-deny-01"",""task_id"":""task-deny-01"",""timestamp"":""2026-08-04T10:00:00Z"",""subject"":{""id"":""user-001"",""type"":""user"",""department"":""综合办公室"",""roles"":[""office_user""],""clearance"":1,""mfa"":true},""action"":{""tool"":""unknown.tool"",""operation"":""query"",""resource"":""db://public/notices"",""parameters"":{""limit"":20,""item_count"":20},""risk_level"":""low"",""data_level"":""internal""},""context"":{""source"":""mcp"",""server_time"":""2026-08-04T10:00:00Z"",""destination_zone"":""internal"",""enforcement_point"":""gateway"",""business_hours"":true,""repeat_count"":0},""environment"":{""sandbox"":{""enabled"":false,""profile"":""""}},""approval"":{}}"
DENY_02,停用的第三方插件,hard_deny,deny,D002_UNTRUSTED_TOOL,plugin.run,execute,low,internal,"{""request_id"":""req-deny-02"",""task_id"":""task-deny-02"",""timestamp"":""2026-08-04T10:00:00Z"",""subject"":{""id"":""user-001"",""type"":""user"",""department"":""综合办公室"",""roles"":[""office_user""],""clearance"":1,""mfa"":true},""action"":{""tool"":""plugin.run"",""operation"":""execute"",""resource"":""db://public/notices"",""parameters"":{""limit"":20,""item_count"":20},""risk_level"":""low"",""data_level"":""internal""},""context"":{""source"":""mcp"",""server_time"":""2026-08-04T10:00:00Z"",""destination_zone"":""internal"",""enforcement_point"":""gateway"",""business_hours"":true,""repeat_count"":0},""environment"":{""sandbox"":{""enabled"":false,""profile"":""""}},""approval"":{}}"
DENY_03,办公人员越权付款,hard_deny,deny,D003_ROLE_FORBIDDEN,payment.transfer,transfer,high,internal,"{""request_id"":""req-deny-03"",""task_id"":""task-deny-03"",""timestamp"":""2026-08-04T10:00:00Z"",""subject"":{""id"":""user-001"",""type"":""user"",""department"":""综合办公室"",""roles"":[""office_user""],""clearance"":1,""mfa"":true},""action"":{""tool"":""payment.transfer"",""operation"":""transfer"",""resource"":""erp://payments/A"",""parameters"":{""amount"":1000},""risk_level"":""high"",""data_level"":""internal""},""context"":{""source"":""mcp"",""server_time"":""2026-08-04T10:00:00Z"",""destination_zone"":""internal"",""enforcement_point"":""gateway"",""business_hours"":true,""repeat_count"":0},""environment"":{""sandbox"":{""enabled"":false,""profile"":""""}},""approval"":{}}"
DENY_04,密级不足读取秘密数据,hard_deny,deny,D004_CLEARANCE_INSUFFICIENT,database.query,query,low,secret,"{""request_id"":""req-deny-04"",""task_id"":""task-deny-04"",""timestamp"":""2026-08-04T10:00:00Z"",""subject"":{""id"":""user-001"",""type"":""user"",""department"":""综合办公室"",""roles"":[""office_user""],""clearance"":1,""mfa"":true},""action"":{""tool"":""database.query"",""operation"":""query"",""resource"":""db://public/notices"",""parameters"":{""limit"":20,""item_count"":20},""risk_level"":""low"",""data_level"":""secret""},""context"":{""source"":""mcp"",""server_time"":""2026-08-04T10:00:00Z"",""destination_zone"":""internal"",""enforcement_point"":""gateway"",""business_hours"":true,""repeat_count"":0},""environment"":{""sandbox"":{""enabled"":false,""profile"":""""}},""approval"":{}}"
DENY_05,普通用户读取系统保护文件,hard_deny,deny,D005_PROTECTED_RESOURCE,file.read,read,low,internal,"{""request_id"":""req-deny-05"",""task_id"":""task-deny-05"",""timestamp"":""2026-08-04T10:00:00Z"",""subject"":{""id"":""user-001"",""type"":""user"",""department"":""综合办公室"",""roles"":[""office_user""],""clearance"":1,""mfa"":true},""action"":{""tool"":""file.read"",""operation"":""read"",""resource"":""/etc/shadow"",""parameters"":{},""risk_level"":""low"",""data_level"":""internal""},""context"":{""source"":""mcp"",""server_time"":""2026-08-04T10:00:00Z"",""destination_zone"":""internal"",""enforcement_point"":""gateway"",""business_hours"":true,""repeat_count"":0},""environment"":{""sandbox"":{""enabled"":false,""profile"":""""}},""approval"":{}}"
DENY_06,秘密数据外发,hard_deny,deny,D006_SENSITIVE_EXTERNAL_TRANSFER,email.send,send_external,high,secret,"{""request_id"":""req-deny-06"",""task_id"":""task-deny-06"",""timestamp"":""2026-08-04T10:00:00Z"",""subject"":{""id"":""user-001"",""type"":""user"",""department"":""综合办公室"",""roles"":[""office_user""],""clearance"":3,""mfa"":true},""action"":{""tool"":""email.send"",""operation"":""send_external"",""resource"":""mailto:partner@example"",""parameters"":{""host"":""mail.partner.example""},""risk_level"":""high"",""data_level"":""secret""},""context"":{""source"":""mcp"",""server_time"":""2026-08-04T10:00:00Z"",""destination_zone"":""external"",""enforcement_point"":""gateway"",""business_hours"":true,""repeat_count"":0},""environment"":{""sandbox"":{""enabled"":false,""profile"":""""}},""approval"":{}}"
DENY_07,Linux 破坏性删除命令,hard_deny,deny,D007_DANGEROUS_COMMAND,shell.execute,execute,critical,internal,"{""request_id"":""req-deny-07"",""task_id"":""task-deny-07"",""timestamp"":""2026-08-04T10:00:00Z"",""subject"":{""id"":""ops-001"",""type"":""user"",""department"":""综合办公室"",""roles"":[""ops_engineer""],""clearance"":3,""mfa"":true},""action"":{""tool"":""shell.execute"",""operation"":""execute"",""resource"":""host://prod"",""parameters"":{""command"":""rm -rf /""},""risk_level"":""critical"",""data_level"":""internal""},""context"":{""source"":""mcp"",""server_time"":""2026-08-04T10:00:00Z"",""destination_zone"":""internal"",""enforcement_point"":""gateway"",""business_hours"":true,""repeat_count"":0},""environment"":{""sandbox"":{""enabled"":true,""profile"":""gvisor-restricted""}},""approval"":{}}"
DENY_08,PowerShell 递归删除命令,hard_deny,deny,D007_DANGEROUS_COMMAND,shell.execute,execute,critical,internal,"{""request_id"":""req-deny-08"",""task_id"":""task-deny-08"",""timestamp"":""2026-08-04T10:00:00Z"",""subject"":{""id"":""ops-001"",""type"":""user"",""department"":""综合办公室"",""roles"":[""ops_engineer""],""clearance"":3,""mfa"":true},""action"":{""tool"":""shell.execute"",""operation"":""execute"",""resource"":""host://prod"",""parameters"":{""command"":""Remove-Item C:\\data -Recurse -Force""},""risk_level"":""critical"",""data_level"":""internal""},""context"":{""source"":""mcp"",""server_time"":""2026-08-04T10:00:00Z"",""destination_zone"":""internal"",""enforcement_point"":""gateway"",""business_hours"":true,""repeat_count"":0},""environment"":{""sandbox"":{""enabled"":true,""profile"":""gvisor-restricted""}},""approval"":{}}"
DENY_09,高风险命令未进入沙箱,hard_deny,deny,D008_SANDBOX_REQUIRED,shell.execute,execute,high,internal,"{""request_id"":""req-deny-09"",""task_id"":""task-deny-09"",""timestamp"":""2026-08-04T10:00:00Z"",""subject"":{""id"":""ops-001"",""type"":""user"",""department"":""综合办公室"",""roles"":[""ops_engineer""],""clearance"":3,""mfa"":true},""action"":{""tool"":""shell.execute"",""operation"":""execute"",""resource"":""host://prod"",""parameters"":{""command"":""Get-Service""},""risk_level"":""high"",""data_level"":""internal""},""context"":{""source"":""mcp"",""server_time"":""2026-08-04T10:00:00Z"",""destination_zone"":""internal"",""enforcement_point"":""gateway"",""business_hours"":true,""repeat_count"":0},""environment"":{""sandbox"":{""enabled"":false,""profile"":""""}},""approval"":{}}"
DENY_10,绕过统一网关直接调用,hard_deny,deny,D009_GATEWAY_BYPASS,database.query,query,low,internal,"{""request_id"":""req-deny-10"",""task_id"":""task-deny-10"",""timestamp"":""2026-08-04T10:00:00Z"",""subject"":{""id"":""user-001"",""type"":""user"",""department"":""综合办公室"",""roles"":[""office_user""],""clearance"":1,""mfa"":true},""action"":{""tool"":""database.query"",""operation"":""query"",""resource"":""db://public/notices"",""parameters"":{""limit"":20,""item_count"":20},""risk_level"":""low"",""data_level"":""internal""},""context"":{""source"":""mcp"",""server_time"":""2026-08-04T10:00:00Z"",""destination_zone"":""internal"",""enforcement_point"":""direct"",""business_hours"":true,""repeat_count"":0},""environment"":{""sandbox"":{""enabled"":false,""profile"":""""}},""approval"":{}}"
DENY_11,任务链异常重复执行,hard_deny,deny,D010_ANOMALOUS_REPEAT,database.query,query,low,internal,"{""request_id"":""req-deny-11"",""task_id"":""task-deny-11"",""timestamp"":""2026-08-04T10:00:00Z"",""subject"":{""id"":""user-001"",""type"":""user"",""department"":""综合办公室"",""roles"":[""office_user""],""clearance"":1,""mfa"":true},""action"":{""tool"":""database.query"",""operation"":""query"",""resource"":""db://public/notices"",""parameters"":{""limit"":20,""item_count"":20},""risk_level"":""low"",""data_level"":""internal""},""context"":{""source"":""mcp"",""server_time"":""2026-08-04T10:00:00Z"",""destination_zone"":""internal"",""enforcement_point"":""gateway"",""business_hours"":true,""repeat_count"":5},""environment"":{""sandbox"":{""enabled"":false,""profile"":""""}},""approval"":{}}"
DENY_12,访问未列入白名单的外部主机,hard_deny,deny,D011_EGRESS_NOT_ALLOWED,api.call,invoke,medium,internal,"{""request_id"":""req-deny-12"",""task_id"":""task-deny-12"",""timestamp"":""2026-08-04T10:00:00Z"",""subject"":{""id"":""ops-001"",""type"":""user"",""department"":""综合办公室"",""roles"":[""ops_engineer""],""clearance"":2,""mfa"":true},""action"":{""tool"":""api.call"",""operation"":""invoke"",""resource"":""https://evil.example/api"",""parameters"":{""host"":""evil.example""},""risk_level"":""medium"",""data_level"":""internal""},""context"":{""source"":""mcp"",""server_time"":""2026-08-04T10:00:00Z"",""destination_zone"":""external"",""enforcement_point"":""gateway"",""business_hours"":true,""repeat_count"":0},""environment"":{""sandbox"":{""enabled"":false,""profile"":""""}},""approval"":{}}"
DENY_13,请求缺少主体标识,hard_deny,deny,D001_MISSING_FIELD,database.query,query,low,internal,"{""request_id"":""req-deny-13"",""task_id"":""task-deny-13"",""timestamp"":""2026-08-04T10:00:00Z"",""subject"":{""id"":"""",""type"":""user"",""department"":""综合办公室"",""roles"":[""office_user""],""clearance"":1,""mfa"":true},""action"":{""tool"":""database.query"",""operation"":""query"",""resource"":""db://public/notices"",""parameters"":{""limit"":20,""item_count"":20},""risk_level"":""low"",""data_level"":""internal""},""context"":{""source"":""mcp"",""server_time"":""2026-08-04T10:00:00Z"",""destination_zone"":""internal"",""enforcement_point"":""gateway"",""business_hours"":true,""repeat_count"":0},""environment"":{""sandbox"":{""enabled"":false,""profile"":""""}},""approval"":{}}"
INVALID_01,审批后篡改付款金额,invalid_approval,deny,D103_APPROVAL_ACTION_TAMPERED,payment.transfer,transfer,high,internal,"{""request_id"":""req-invalid_01"",""task_id"":""task-invalid-base"",""timestamp"":""2026-08-04T10:00:00Z"",""subject"":{""id"":""finance-001"",""type"":""user"",""department"":""财务部"",""roles"":[""finance_operator""],""clearance"":2,""mfa"":true},""action"":{""tool"":""payment.transfer"",""operation"":""transfer"",""resource"":""erp://payments/supplier-A"",""parameters"":{""amount"":50000,""currency"":""CNY""},""risk_level"":""high"",""data_level"":""internal""},""context"":{""source"":""mcp"",""server_time"":""2026-08-04T10:00:00Z"",""destination_zone"":""internal"",""enforcement_point"":""gateway"",""business_hours"":true,""repeat_count"":0},""environment"":{""sandbox"":{""enabled"":false,""profile"":""""}},""approval"":{""approval_id"":""approval-task-invalid-base"",""status"":""approved"",""approver_id"":""approver-001"",""approver_roles"":[""business_approver""],""task_id"":""task-invalid-base"",""action_digest"":""7e2128a641bd1dceaafb147e6ec4941da707c36bfc7cddee346c9eed1939e8f8"",""expires_at"":""2026-08-04T10:30:00Z"",""max_uses"":1,""use_count"":0}}"
INVALID_02,跨任务复用审批,invalid_approval,deny,D102_APPROVAL_TASK_MISMATCH,payment.transfer,transfer,high,internal,"{""request_id"":""req-invalid_02"",""task_id"":""task-other"",""timestamp"":""2026-08-04T10:00:00Z"",""subject"":{""id"":""finance-001"",""type"":""user"",""department"":""财务部"",""roles"":[""finance_operator""],""clearance"":2,""mfa"":true},""action"":{""tool"":""payment.transfer"",""operation"":""transfer"",""resource"":""erp://payments/supplier-A"",""parameters"":{""amount"":5000,""currency"":""CNY""},""risk_level"":""high"",""data_level"":""internal""},""context"":{""source"":""mcp"",""server_time"":""2026-08-04T10:00:00Z"",""destination_zone"":""internal"",""enforcement_point"":""gateway"",""business_hours"":true,""repeat_count"":0},""environment"":{""sandbox"":{""enabled"":false,""profile"":""""}},""approval"":{""approval_id"":""approval-task-invalid-base"",""status"":""approved"",""approver_id"":""approver-001"",""approver_roles"":[""business_approver""],""task_id"":""task-invalid-base"",""action_digest"":""7e2128a641bd1dceaafb147e6ec4941da707c36bfc7cddee346c9eed1939e8f8"",""expires_at"":""2026-08-04T10:30:00Z"",""max_uses"":1,""use_count"":0}}"
INVALID_03,使用过期审批,invalid_approval,deny,D104_APPROVAL_EXPIRED,payment.transfer,transfer,high,internal,"{""request_id"":""req-invalid_03"",""task_id"":""task-invalid-base"",""timestamp"":""2026-08-04T10:00:00Z"",""subject"":{""id"":""finance-001"",""type"":""user"",""department"":""财务部"",""roles"":[""finance_operator""],""clearance"":2,""mfa"":true},""action"":{""tool"":""payment.transfer"",""operation"":""transfer"",""resource"":""erp://payments/supplier-A"",""parameters"":{""amount"":5000,""currency"":""CNY""},""risk_level"":""high"",""data_level"":""internal""},""context"":{""source"":""mcp"",""server_time"":""2026-08-04T10:00:00Z"",""destination_zone"":""internal"",""enforcement_point"":""gateway"",""business_hours"":true,""repeat_count"":0},""environment"":{""sandbox"":{""enabled"":false,""profile"":""""}},""approval"":{""approval_id"":""approval-task-invalid-base"",""status"":""approved"",""approver_id"":""approver-001"",""approver_roles"":[""business_approver""],""task_id"":""task-invalid-base"",""action_digest"":""7e2128a641bd1dceaafb147e6ec4941da707c36bfc7cddee346c9eed1939e8f8"",""expires_at"":""2026-08-04T09:59:59Z"",""max_uses"":1,""use_count"":0}}"
INVALID_04,发起人自我审批,invalid_approval,deny,D105_SELF_APPROVAL,payment.transfer,transfer,high,internal,"{""request_id"":""req-invalid_04"",""task_id"":""task-invalid-base"",""timestamp"":""2026-08-04T10:00:00Z"",""subject"":{""id"":""finance-001"",""type"":""user"",""department"":""财务部"",""roles"":[""finance_operator""],""clearance"":2,""mfa"":true},""action"":{""tool"":""payment.transfer"",""operation"":""transfer"",""resource"":""erp://payments/supplier-A"",""parameters"":{""amount"":5000,""currency"":""CNY""},""risk_level"":""high"",""data_level"":""internal""},""context"":{""source"":""mcp"",""server_time"":""2026-08-04T10:00:00Z"",""destination_zone"":""internal"",""enforcement_point"":""gateway"",""business_hours"":true,""repeat_count"":0},""environment"":{""sandbox"":{""enabled"":false,""profile"":""""}},""approval"":{""approval_id"":""approval-task-invalid-base"",""status"":""approved"",""approver_id"":""finance-001"",""approver_roles"":[""business_approver""],""task_id"":""task-invalid-base"",""action_digest"":""7e2128a641bd1dceaafb147e6ec4941da707c36bfc7cddee346c9eed1939e8f8"",""expires_at"":""2026-08-04T10:30:00Z"",""max_uses"":1,""use_count"":0}}"
INVALID_05,无审批权限人员批准,invalid_approval,deny,D106_APPROVER_FORBIDDEN,payment.transfer,transfer,high,internal,"{""request_id"":""req-invalid_05"",""task_id"":""task-invalid-base"",""timestamp"":""2026-08-04T10:00:00Z"",""subject"":{""id"":""finance-001"",""type"":""user"",""department"":""财务部"",""roles"":[""finance_operator""],""clearance"":2,""mfa"":true},""action"":{""tool"":""payment.transfer"",""operation"":""transfer"",""resource"":""erp://payments/supplier-A"",""parameters"":{""amount"":5000,""currency"":""CNY""},""risk_level"":""high"",""data_level"":""internal""},""context"":{""source"":""mcp"",""server_time"":""2026-08-04T10:00:00Z"",""destination_zone"":""internal"",""enforcement_point"":""gateway"",""business_hours"":true,""repeat_count"":0},""environment"":{""sandbox"":{""enabled"":false,""profile"":""""}},""approval"":{""approval_id"":""approval-task-invalid-base"",""status"":""approved"",""approver_id"":""approver-001"",""approver_roles"":[""office_user""],""task_id"":""task-invalid-base"",""action_digest"":""7e2128a641bd1dceaafb147e6ec4941da707c36bfc7cddee346c9eed1939e8f8"",""expires_at"":""2026-08-04T10:30:00Z"",""max_uses"":1,""use_count"":0}}"
INVALID_06,一次性审批被重复使用,invalid_approval,deny,D107_APPROVAL_REUSED,payment.transfer,transfer,high,internal,"{""request_id"":""req-invalid_06"",""task_id"":""task-invalid-base"",""timestamp"":""2026-08-04T10:00:00Z"",""subject"":{""id"":""finance-001"",""type"":""user"",""department"":""财务部"",""roles"":[""finance_operator""],""clearance"":2,""mfa"":true},""action"":{""tool"":""payment.transfer"",""operation"":""transfer"",""resource"":""erp://payments/supplier-A"",""parameters"":{""amount"":5000,""currency"":""CNY""},""risk_level"":""high"",""data_level"":""internal""},""context"":{""source"":""mcp"",""server_time"":""2026-08-04T10:00:00Z"",""destination_zone"":""internal"",""enforcement_point"":""gateway"",""business_hours"":true,""repeat_count"":0},""environment"":{""sandbox"":{""enabled"":false,""profile"":""""}},""approval"":{""approval_id"":""approval-task-invalid-base"",""status"":""approved"",""approver_id"":""approver-001"",""approver_roles"":[""business_approver""],""task_id"":""task-invalid-base"",""action_digest"":""7e2128a641bd1dceaafb147e6ec4941da707c36bfc7cddee346c9eed1939e8f8"",""expires_at"":""2026-08-04T10:30:00Z"",""max_uses"":1,""use_count"":1}}"
INVALID_07,提交被拒绝的审批,invalid_approval,deny,D101_APPROVAL_STATUS,payment.transfer,transfer,high,internal,"{""request_id"":""req-invalid_07"",""task_id"":""task-invalid-base"",""timestamp"":""2026-08-04T10:00:00Z"",""subject"":{""id"":""finance-001"",""type"":""user"",""department"":""财务部"",""roles"":[""finance_operator""],""clearance"":2,""mfa"":true},""action"":{""tool"":""payment.transfer"",""operation"":""transfer"",""resource"":""erp://payments/supplier-A"",""parameters"":{""amount"":5000,""currency"":""CNY""},""risk_level"":""high"",""data_level"":""internal""},""context"":{""source"":""mcp"",""server_time"":""2026-08-04T10:00:00Z"",""destination_zone"":""internal"",""enforcement_point"":""gateway"",""business_hours"":true,""repeat_count"":0},""environment"":{""sandbox"":{""enabled"":false,""profile"":""""}},""approval"":{""approval_id"":""approval-task-invalid-base"",""status"":""rejected"",""approver_id"":""approver-001"",""approver_roles"":[""business_approver""],""task_id"":""task-invalid-base"",""action_digest"":""7e2128a641bd1dceaafb147e6ec4941da707c36bfc7cddee346c9eed1939e8f8"",""expires_at"":""2026-08-04T10:30:00Z"",""max_uses"":1,""use_count"":0}}"
INVALID_08,将一次性审批改成多次使用,invalid_approval,deny,D107_APPROVAL_REUSED,payment.transfer,transfer,high,internal,"{""request_id"":""req-invalid_08"",""task_id"":""task-invalid-base"",""timestamp"":""2026-08-04T10:00:00Z"",""subject"":{""id"":""finance-001"",""type"":""user"",""department"":""财务部"",""roles"":[""finance_operator""],""clearance"":2,""mfa"":true},""action"":{""tool"":""payment.transfer"",""operation"":""transfer"",""resource"":""erp://payments/supplier-A"",""parameters"":{""amount"":5000,""currency"":""CNY""},""risk_level"":""high"",""data_level"":""internal""},""context"":{""source"":""mcp"",""server_time"":""2026-08-04T10:00:00Z"",""destination_zone"":""internal"",""enforcement_point"":""gateway"",""business_hours"":true,""repeat_count"":0},""environment"":{""sandbox"":{""enabled"":false,""profile"":""""}},""approval"":{""approval_id"":""approval-task-invalid-base"",""status"":""approved"",""approver_id"":""approver-001"",""approver_roles"":[""business_approver""],""task_id"":""task-invalid-base"",""action_digest"":""7e2128a641bd1dceaafb147e6ec4941da707c36bfc7cddee346c9eed1939e8f8"",""expires_at"":""2026-08-04T10:30:00Z"",""max_uses"":2,""use_count"":0}}"
